,car_name,brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,selling_price
8969,Hyundai i20,Hyundai,i20,2015,35000,Petrol,Manual,17.0,325000
8970,Maruti Vitara,Maruti,Vitara,2018,64000,Diesel,Manual,24.3,725000
8971,Maruti Swift Dzire,Maruti,Swift Dzire,2020,47230,Petrol,Manual,22.0,625000
8972,Maruti Ciaz,Maruti,Ciaz,2020,23167,Petrol,Manual,21.56,725000
8973,Maruti Ignis,Maruti,Ignis,2019,22115,Petrol,Manual,20.89,425000
8974,Maruti Swift,Maruti,Swift,2021,38000,Petrol,Manual,20.4,632000
8975,Maruti Wagon R,Maruti,Wagon R,2009,53000,Petrol,Manual,21.79,175000
8976,Toyota Innova,Toyota,Innova,2020,27000,Diesel,Automatic,11.36,1849000
8977,Hyundai i20,Hyundai,i20,2013,62540,Petrol,Manual,18.5,270000
8978,Mahindra XUV500,Mahindra,XUV500,2019,20000,Diesel,Automatic,16.0,1350000
8979,Maruti Alto,Maruti,Alto,2013,15000,Petrol,Manual,19.7,156000
8980,Ford Figo,Ford,Figo,2012,80000,Petrol,Manual,15.6,150000
8981,Honda WR-V,Honda,WR-V,2020,22000,Diesel,Manual,25.5,895000
8982,Mahindra Scorpio,Mahindra,Scorpio,2018,36908,Diesel,Manual,15.4,600000
8983,Maruti Swift Dzire,Maruti,Swift Dzire,2017,70000,Petrol,Manual,20.85,450000
8984,Volkswagen Polo,Volkswagen,Polo,2015,58000,Diesel,Manual,22.07,460000
8985,Honda City,Honda,City,2014,47000,Petrol,Manual,16.8,395000
8986,Toyota Fortuner,Toyota,Fortuner,2013,196777,Diesel,Manual,11.5,1200000
8987,Hyundai Grand,Hyundai,Grand,2020,40000,Petrol,Manual,18.9,500000
8988,Mahindra KUV100,Mahindra,KUV100,2020,50000,Diesel,Manual,25.32,555000
8989,BMW 3,BMW,3,2014,34000,Diesel,Automatic,13.2,995000
8990,Honda Amaze,Honda,Amaze,2018,40000,Diesel,Manual,25.8,515000
8991,Maruti Celerio,Maruti,Celerio,2021,15000,Petrol,Manual,23.1,450000
8992,Mahindra Bolero,Mahindra,Bolero,2008,340000,Diesel,Manual,13.6,250000
8993,Maruti Alto,Maruti,Alto,2018,16000,Petrol,Manual,24.7,325000
8994,Maruti Wagon R,Maruti,Wagon R,2008,90000,LPG,Manual,17.3,80000
8995,Maruti Vitara,Maruti,Vitara,2018,80000,Diesel,Manual,24.3,650000
8996,Honda City,Honda,City,2008,40000,Petrol,Manual,17.7,300000
8997,Maruti Swift Dzire,Maruti,Swift Dzire,2015,70000,Diesel,Manual,23.4,325000
8998,Maruti Ertiga,Maruti,Ertiga,2017,80000,Diesel,Manual,20.77,625000
8999,Maruti Alto,Maruti,Alto,2019,20000,Petrol,Manual,24.7,250000
9000,Honda WR-V,Honda,WR-V,2019,33000,Diesel,Manual,25.5,699000
9001,Ford Aspire,Ford,Aspire,2017,30000,Petrol,Manual,18.16,450000
9002,Tata Safari,Tata,Safari,2020,70000,Diesel,Manual,14.1,700000
9003,Maruti Swift Dzire,Maruti,Swift Dzire,2014,154600,Diesel,Manual,19.3,250000
9004,Hyundai i20,Hyundai,i20,2017,66392,Diesel,Manual,21.19,625000
9005,Volkswagen Polo,Volkswagen,Polo,2017,120000,Diesel,Manual,20.14,500000
9006,Maruti Ciaz,Maruti,Ciaz,2017,60000,Diesel,Manual,28.09,700000
9007,BMW 3,BMW,3,2019,20000,Diesel,Automatic,13.2,2900000
9008,Mahindra Scorpio,Mahindra,Scorpio,2017,80000,Diesel,Manual,15.4,850000
9009,Volkswagen Vento,Volkswagen,Vento,2016,68000,Diesel,Manual,20.54,375000
9010,Mahindra Scorpio,Mahindra,Scorpio,2014,70000,Diesel,Manual,12.05,465000
9011,Mahindra Bolero,Mahindra,Bolero,2014,80000,Diesel,Manual,15.96,450000
9012,Tata Tigor,Tata,Tigor,2020,40000,Petrol,Manual,20.3,550000
9013,Mahindra Bolero,Mahindra,Bolero,2016,56467,Diesel,Manual,15.96,625000
9014,Mahindra Bolero,Mahindra,Bolero,2020,20000,Diesel,Manual,16.5,750000
9015,Mahindra Bolero,Mahindra,Bolero,2017,107107,Diesel,Manual,15.96,525000
9016,Maruti Swift Dzire,Maruti,Swift Dzire,2018,60000,Petrol,Manual,20.85,369000
9017,Datsun GO,Datsun,GO,2017,14000,Petrol,Automatic,18.57,265000
9018,Renault KWID,Renault,KWID,2017,30000,Petrol,Manual,25.17,200000
9019,Maruti Wagon R,Maruti,Wagon R,2018,38000,Petrol,Manual,21.79,335000
9020,Maruti Swift,Maruti,Swift,2013,94991,Petrol,Manual,18.6,315000
9021,Datsun GO,Datsun,GO,2021,3300,Petrol,Manual,19.83,490000
9022,Hyundai Creta,Hyundai,Creta,2018,120000,Diesel,Manual,19.67,875000
9023,Toyota Innova,Toyota,Innova,2021,10000,Diesel,Automatic,11.36,1900000
9024,Toyota Fortuner,Toyota,Fortuner,2012,182432,Diesel,Manual,11.5,1225000
9025,Hyundai Creta,Hyundai,Creta,2021,35000,Diesel,Manual,22.1,1000000
9026,Tata Tigor,Tata,Tigor,2020,15572,Petrol,Manual,20.3,600000
9027,Ford Ecosport,Ford,Ecosport,2016,82100,Diesel,Manual,23.0,590000
9028,Hyundai Creta,Hyundai,Creta,2018,42530,Petrol,Manual,15.29,825000
9029,Mahindra Bolero,Mahindra,Bolero,2017,93648,Diesel,Manual,15.96,450000
9030,Mahindra KUV,Mahindra,KUV,2019,94000,Petrol,Manual,18.15,315000
9031,Hyundai Creta,Hyundai,Creta,2018,25000,Petrol,Manual,15.29,850000
9032,Jaguar XF,Jaguar,XF,2014,73001,Diesel,Automatic,14.74,1299000
9033,Volkswagen Vento,Volkswagen,Vento,2013,36000,Diesel,Manual,20.54,260000
9034,Maruti Wagon R,Maruti,Wagon R,2011,42000,Petrol,Manual,18.9,180000
9035,Mahindra Bolero,Mahindra,Bolero,2013,70000,Diesel,Manual,13.6,300000
9036,Hyundai Verna,Hyundai,Verna,2014,65000,Diesel,Manual,23.9,475000
9037,Hyundai Verna,Hyundai,Verna,2019,10000,Petrol,Manual,17.0,1125000
9038,Hyundai i20,Hyundai,i20,2018,15000,Diesel,Manual,21.19,599000
9039,Mahindra KUV100,Mahindra,KUV100,2022,35000,Diesel,Manual,25.32,700000
9040,Maruti Wagon R,Maruti,Wagon R,2012,78000,LPG,Manual,17.3,165000
9041,Maruti Alto,Maruti,Alto,2013,115000,Petrol,Manual,19.7,125000
9042,Ford Ecosport,Ford,Ecosport,2015,39500,Petrol,Automatic,16.5,449000
9043,Maruti Swift,Maruti,Swift,2014,60000,Diesel,Manual,22.9,400000
9044,Toyota Innova,Toyota,Innova,2011,120000,Diesel,Manual,12.8,500000
9045,Hyundai Santro,Hyundai,Santro,2009,50000,Petrol,Manual,17.8,60000
9046,Maruti Wagon R,Maruti,Wagon R,2012,45154,LPG,Manual,17.3,240000
9047,Hyundai i20,Hyundai,i20,2020,38000,Diesel,Manual,22.54,750000
9048,Maruti Alto,Maruti,Alto,2015,70000,Petrol,Manual,22.74,170000
9049,Honda Amaze,Honda,Amaze,2016,44000,Petrol,Manual,18.0,330000
9050,Hyundai Grand,Hyundai,Grand,2019,30000,Diesel,Manual,24.0,390000
9051,BMW X3,BMW,X3,2015,73000,Diesel,Automatic,16.09,2175000
9052,Ford Ecosport,Ford,Ecosport,2020,74435,Diesel,Manual,22.7,795000
9053,Renault KWID,Renault,KWID,2018,35000,Petrol,Manual,25.17,240000
9054,Hyundai i10,Hyundai,i10,2012,70000,Petrol,Manual,19.81,150000
9055,Renault Duster,Renault,Duster,2016,110000,Diesel,Manual,19.01,415000
9056,Hyundai Verna,Hyundai,Verna,2020,16300,Petrol,Manual,19.1,789000
9057,Maruti Celerio,Maruti,Celerio,2018,24262,Petrol,Automatic,23.1,460000
9058,BMW 3,BMW,3,2019,33000,Diesel,Automatic,19.59,3450000
9059,Maruti Swift,Maruti,Swift,2019,27000,Petrol,Manual,20.4,570000
9060,Mahindra Bolero,Mahindra,Bolero,2014,40000,Diesel,Manual,15.96,500000
9061,Skoda Rapid,Skoda,Rapid,2019,30000,Petrol,Manual,15.0,720000
9062,Ford Figo,Ford,Figo,2016,58187,Diesel,Manual,20.0,265000
9063,Maruti Wagon R,Maruti,Wagon R,2018,29000,Petrol,Manual,20.51,365000
9064,Hyundai i20,Hyundai,i20,2015,65000,Diesel,Manual,21.9,390000
9065,Toyota Innova,Toyota,Innova,2012,128787,Diesel,Manual,12.8,825000
9066,Maruti Vitara,Maruti,Vitara,2019,72000,Diesel,Manual,24.3,775000
9067,Hyundai i20,Hyundai,i20,2015,100000,Diesel,Manual,21.9,320000
9068,Renault Duster,Renault,Duster,2020,90000,Diesel,Manual,19.87,750000
9069,Hyundai i10,Hyundai,i10,2011,70000,Petrol,Manual,20.36,230000
9070,Hyundai i10,Hyundai,i10,2013,74953,Petrol,Manual,20.36,145000
9071,Skoda Rapid,Skoda,Rapid,2019,30000,Petrol,Manual,15.41,720000
9072,Hyundai i10,Hyundai,i10,2013,41000,Petrol,Manual,19.81,225000
9073,Toyota Innova,Toyota,Innova,2019,85000,Diesel,Manual,13.68,1546000
9074,Mahindra Scorpio,Mahindra,Scorpio,2015,56000,Diesel,Manual,12.05,625000
9075,Maruti Alto,Maruti,Alto,2013,70000,Petrol,Manual,20.92,150000
9076,Maruti Swift,Maruti,Swift,2011,35000,Diesel,Manual,17.8,225000
9077,Volkswagen Vento,Volkswagen,Vento,2018,50000,Diesel,Automatic,22.15,800000
9078,Hyundai i10,Hyundai,i10,2018,10000,Petrol,Manual,19.81,380000
9079,Maruti Alto,Maruti,Alto,2021,10000,Petrol,Manual,23.95,360000
9080,Honda Amaze,Honda,Amaze,2019,85000,Petrol,Manual,17.8,440000
9081,Maruti Swift,Maruti,Swift,2018,60000,Petrol,Manual,20.4,450000
9082,Maruti Baleno,Maruti,Baleno,2020,50000,Petrol,Manual,21.4,560000
9083,Ford Ecosport,Ford,Ecosport,2017,104278,Petrol,Manual,18.88,590000
9084,Hyundai i20,Hyundai,i20,2018,48000,Diesel,Manual,22.54,750000
9085,Maruti Celerio,Maruti,Celerio,2018,35000,Petrol,Manual,23.1,385000
9086,Maruti Eeco,Maruti,Eeco,2020,60000,CNG,Manual,21.94,350000
9087,Hyundai i10,Hyundai,i10,2013,30000,Petrol,Manual,20.36,350000
9088,Hyundai Grand,Hyundai,Grand,2019,40000,Diesel,Manual,24.0,425000
9089,Maruti Swift,Maruti,Swift,2017,61000,Diesel,Manual,28.4,450000
9090,Maruti Alto,Maruti,Alto,2010,50000,Petrol,Manual,19.7,104000
9091,Hyundai Creta,Hyundai,Creta,2018,121054,Diesel,Manual,21.38,770000
9092,Toyota Innova,Toyota,Innova,2009,110000,Diesel,Manual,12.8,395000
9093,Hyundai Santro,Hyundai,Santro,2016,40000,Petrol,Manual,17.92,200000
9094,Hyundai Creta,Hyundai,Creta,2019,15000,Petrol,Manual,15.29,840000
9095,Ford Freestyle,Ford,Freestyle,2020,20000,Petrol,Manual,19.0,725000
9096,BMW X1,BMW,X1,2012,106271,Diesel,Automatic,17.05,1150000
9097,Maruti Wagon R,Maruti,Wagon R,2018,11799,Petrol,Manual,20.51,360000
9098,Tata Tiago,Tata,Tiago,2021,11000,Petrol,Manual,23.84,555000
9099,Maruti Swift Dzire,Maruti,Swift Dzire,2014,61000,Diesel,Manual,23.4,380000
9100,Hyundai i10,Hyundai,i10,2012,35000,Petrol,Manual,20.36,199000
9101,Maruti Swift,Maruti,Swift,2020,26000,Petrol,Manual,22.0,550000
9102,BMW 5,BMW,5,2019,44000,Diesel,Automatic,22.48,4200000
9103,Hyundai Grand,Hyundai,Grand,2016,80000,Diesel,Manual,24.0,240000
9104,Mahindra Thar,Mahindra,Thar,2020,19000,Diesel,Manual,16.55,900000
9105,Volkswagen Polo,Volkswagen,Polo,2020,19000,Petrol,Manual,18.78,599000
9106,Maruti Swift,Maruti,Swift,2021,17600,Petrol,Manual,21.21,590000
9107,Hyundai Grand,Hyundai,Grand,2020,26800,Petrol,Automatic,18.9,575000
9108,Maruti Swift,Maruti,Swift,2016,50000,Diesel,Manual,22.9,500000
9109,Honda CR-V,Honda,CR-V,2014,49049,Petrol,Automatic,13.1,750000
9110,Honda City,Honda,City,2016,45045,Petrol,Automatic,18.0,550000
9111,Hyundai Santro,Hyundai,Santro,2021,25000,Petrol,Automatic,20.3,545000
9112,Hyundai i20,Hyundai,i20,2022,20000,Petrol,Manual,20.35,640000
9113,Hyundai i20,Hyundai,i20,2016,48000,Petrol,Manual,18.5,390000
9114,Tata Harrier,Tata,Harrier,2021,20000,Diesel,Manual,17.0,1750000
9116,Tata Tiago,Tata,Tiago,2020,60000,Petrol,Manual,23.84,360000
9117,Renault Duster,Renault,Duster,2017,120000,Diesel,Manual,20.45,550000
9118,Hyundai i10,Hyundai,i10,2012,100000,Petrol,Manual,20.36,180000
9119,Honda Amaze,Honda,Amaze,2019,100000,Diesel,Manual,25.8,410000
9120,Ford Figo,Ford,Figo,2017,76416,Diesel,Manual,25.83,500000
9121,Ford Ecosport,Ford,Ecosport,2016,38125,Diesel,Manual,22.7,525000
9122,Honda Civic,Honda,Civic,2014,80000,Petrol,Automatic,13.9,600000
9123,Maruti Alto,Maruti,Alto,2009,120000,Petrol,Manual,19.7,90000
9124,Maruti Swift,Maruti,Swift,2022,10000,Petrol,Manual,22.0,640000
9125,Mahindra XUV500,Mahindra,XUV500,2021,10000,Diesel,Manual,15.1,1700000
9126,Hyundai Verna,Hyundai,Verna,2020,21734,Petrol,Manual,17.0,925000
9127,Hyundai i20,Hyundai,i20,2018,35000,Petrol,Manual,18.6,530000
9128,Ford Ecosport,Ford,Ecosport,2019,35000,Petrol,Automatic,14.8,850000
9129,Tata Harrier,Tata,Harrier,2021,17000,Diesel,Manual,17.0,1650000
9130,Maruti Wagon R,Maruti,Wagon R,2016,40000,Petrol,Manual,20.51,295000
9131,Mahindra XUV500,Mahindra,XUV500,2019,34000,Diesel,Manual,16.0,1075000
9132,Ford Ecosport,Ford,Ecosport,2017,50000,Diesel,Manual,22.7,590000
9133,Ford Ecosport,Ford,Ecosport,2016,64000,Diesel,Manual,22.7,415000
9134,Maruti Vitara,Maruti,Vitara,2020,69000,Diesel,Automatic,24.3,831000
9135,Hyundai Venue,Hyundai,Venue,2021,12000,Diesel,Manual,23.7,1099000
9136,Maruti Swift Dzire,Maruti,Swift Dzire,2014,66581,Petrol,Automatic,17.4,395000
9137,Skoda Superb,Skoda,Superb,2013,65000,Diesel,Automatic,18.19,480000
9138,Maruti Vitara,Maruti,Vitara,2018,65000,Diesel,Manual,24.3,620000
9139,Honda City,Honda,City,2012,72000,Petrol,Automatic,16.8,331000
9140,Maruti Baleno,Maruti,Baleno,2021,10000,Petrol,Automatic,21.4,790000
9141,Maruti Swift Dzire,Maruti,Swift Dzire,2016,64523,Diesel,Manual,23.4,370000
9142,Honda WR-V,Honda,WR-V,2021,10000,Petrol,Manual,17.5,875000
9143,Hyundai i20,Hyundai,i20,2014,60000,Petrol,Manual,18.5,290000
9144,Honda Civic,Honda,Civic,2010,73235,Petrol,Manual,13.5,260000
9145,Maruti Wagon R,Maruti,Wagon R,2015,120000,Petrol,Manual,20.51,220000
9146,BMW 3,BMW,3,2014,41500,Petrol,Automatic,12.05,800000
9147,Maruti Swift,Maruti,Swift,2014,62000,Petrol,Manual,18.6,340000
9148,Maruti Baleno,Maruti,Baleno,2019,44000,Petrol,Manual,21.4,570000
9149,Ford Ecosport,Ford,Ecosport,2016,46412,Diesel,Manual,21.7,560000
9150,Tata Nexon,Tata,Nexon,2021,15000,Petrol,Automatic,17.0,850000
9151,Toyota Innova,Toyota,Innova,2015,95000,Diesel,Manual,12.8,685000
9152,Toyota Fortuner,Toyota,Fortuner,2015,82000,Diesel,Automatic,12.55,1249000
9153,Maruti Swift Dzire,Maruti,Swift Dzire,2017,75251,Diesel,Manual,23.4,490000
9154,Maruti Eeco,Maruti,Eeco,2020,35000,CNG,Manual,21.94,380000
9155,Mahindra Thar,Mahindra,Thar,2014,18053,Diesel,Manual,16.55,436000
9156,Hyundai i20,Hyundai,i20,2017,60000,Diesel,Manual,22.54,422000
9157,Maruti Wagon R,Maruti,Wagon R,2020,3944,Petrol,Automatic,20.51,485000
9158,Mahindra XUV500,Mahindra,XUV500,2017,68000,Diesel,Manual,16.0,950000
9159,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2015,29000,Petrol,Automatic,14.74,1250000
9160,Honda City,Honda,City,2018,61225,Diesel,Manual,26.0,590000
9162,Hyundai Grand,Hyundai,Grand,2016,54000,Diesel,Manual,24.0,345000
9163,BMW 3,BMW,3,2015,83000,Diesel,Automatic,18.88,1155000
9164,Maruti Swift Dzire,Maruti,Swift Dzire,2017,40000,Petrol,Manual,20.85,500000
9165,Maruti Wagon R,Maruti,Wagon R,2016,42290,Petrol,Manual,20.51,310000
9166,Honda Amaze,Honda,Amaze,2019,45000,Petrol,Automatic,15.5,525000
9167,Maruti Swift,Maruti,Swift,2016,56000,Petrol,Manual,16.1,401000
9168,Honda City,Honda,City,2018,48000,Diesel,Manual,26.0,599000
9169,Hyundai i20,Hyundai,i20,2017,42101,Petrol,Manual,18.6,480000
9170,Skoda Rapid,Skoda,Rapid,2018,675000,Diesel,Automatic,21.66,675000
9171,Toyota Innova,Toyota,Innova,2019,53400,Petrol,Manual,11.25,1427000
9172,Hyundai Grand,Hyundai,Grand,2016,55000,Diesel,Manual,24.0,375000
9173,Hyundai Verna,Hyundai,Verna,2020,40000,Petrol,Automatic,17.0,1075000
9174,Toyota Glanza,Toyota,Glanza,2021,10000,Petrol,Manual,21.01,835000
9175,Honda City,Honda,City,2019,48000,Petrol,Manual,17.8,890000
9176,BMW X1,BMW,X1,2020,80000,Diesel,Automatic,20.68,2000000
9177,Kia Carnival,Kia,Carnival,2022,3000,Diesel,Automatic,14.11,3000000
9178,Hyundai i20,Hyundai,i20,2017,68237,Petrol,Manual,18.6,490000
9179,Maruti Alto,Maruti,Alto,2020,57199,Petrol,Manual,23.95,378000
9180,Maruti Baleno,Maruti,Baleno,2019,33000,Petrol,Automatic,19.56,690000
9181,Maruti Swift,Maruti,Swift,2021,6500,Petrol,Manual,21.21,480000
9182,BMW 3,BMW,3,2019,26000,Diesel,Automatic,19.62,2500000
9183,Hyundai i20,Hyundai,i20,2019,100000,Petrol,Manual,18.6,580000
9184,Maruti Baleno,Maruti,Baleno,2018,58354,Diesel,Manual,27.39,550000
9185,Audi A4,Audi,A4,2015,43000,Diesel,Automatic,16.55,1350000
9186,Maruti Vitara,Maruti,Vitara,2019,68200,Diesel,Manual,24.3,750000
9187,Hyundai Grand,Hyundai,Grand,2016,56000,Diesel,Manual,24.0,325000
9188,Honda Amaze,Honda,Amaze,2017,36000,Petrol,Manual,18.0,395000
9189,Toyota Fortuner,Toyota,Fortuner,2014,100000,Diesel,Automatic,12.55,1175000
9190,Porsche Cayenne,Porsche,Cayenne,2011,126000,Petrol,Automatic,8.5,2000000
9191,BMW 3,BMW,3,2020,28000,Diesel,Automatic,21.76,3600000
9192,Toyota Innova,Toyota,Innova,2016,52000,Diesel,Manual,12.99,925000
9193,Maruti Wagon R,Maruti,Wagon R,2021,19022,CNG,Manual,33.54,470000
9194,Maruti Wagon R,Maruti,Wagon R,2009,90000,LPG,Manual,17.3,90000
9195,Maruti Wagon R,Maruti,Wagon R,2011,60000,Petrol,Manual,21.79,150000
9196,Honda Civic,Honda,Civic,2011,62000,Petrol,Manual,13.5,235000
9197,Maruti Eeco,Maruti,Eeco,2018,51000,CNG,Manual,15.1,291000
9198,Maruti Wagon R,Maruti,Wagon R,2017,48000,Petrol,Automatic,20.51,380000
9199,Toyota Innova,Toyota,Innova,2015,81000,Diesel,Manual,12.99,645000
9200,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2022,10000,Diesel,Automatic,12.6,4000000
9201,Renault Duster,Renault,Duster,2017,60000,Diesel,Manual,19.87,500000
9202,Maruti Ciaz,Maruti,Ciaz,2017,62000,Diesel,Manual,28.09,537000
9203,Ford Ecosport,Ford,Ecosport,2016,104643,Diesel,Manual,22.7,438000
9204,Tata Tigor,Tata,Tigor,2020,30000,Petrol,Manual,20.3,495000
9205,Maruti Wagon R,Maruti,Wagon R,2021,8873,Petrol,Automatic,21.5,540000
9206,Mahindra XUV500,Mahindra,XUV500,2020,17000,Diesel,Automatic,16.0,1290000
9207,Hyundai i20,Hyundai,i20,2015,48000,Diesel,Manual,21.9,349000
9208,Mahindra Bolero,Mahindra,Bolero,2019,32000,Diesel,Manual,15.96,685000
9209,Skoda Superb,Skoda,Superb,2014,62000,Petrol,Automatic,13.7,585000
9210,Renault Duster,Renault,Duster,2015,65000,Diesel,Manual,19.01,390000
9211,Maruti Ertiga,Maruti,Ertiga,2015,57001,Diesel,Manual,20.77,449000
9212,Toyota Innova,Toyota,Innova,2017,25000,Diesel,Manual,12.99,300000
9213,Honda City,Honda,City,2017,41000,Petrol,Manual,17.0,650000
9214,Volkswagen Polo,Volkswagen,Polo,2016,28492,Petrol,Manual,16.47,400000
9215,Honda City,Honda,City,2018,78000,Petrol,Automatic,18.0,815000
9216,Hyundai Creta,Hyundai,Creta,2019,34500,Diesel,Automatic,17.6,1155000
9217,Honda WR-V,Honda,WR-V,2019,34000,Petrol,Manual,17.5,750000
9218,Hyundai i20,Hyundai,i20,2019,80000,Diesel,Manual,22.54,625000
9219,Hyundai i10,Hyundai,i10,2010,75000,Petrol,Manual,19.81,145000
9220,Maruti Swift,Maruti,Swift,2016,112795,Diesel,Manual,25.2,334000
9221,Maruti Swift,Maruti,Swift,2018,47000,Petrol,Manual,20.4,440000
9222,BMW 3,BMW,3,2017,45000,Diesel,Automatic,22.69,1890000
9223,Hyundai i20,Hyundai,i20,2015,58000,Diesel,Manual,21.9,295000
9224,Maruti Wagon R,Maruti,Wagon R,2015,58000,Petrol,Manual,20.51,320000
9225,Skoda Octavia,Skoda,Octavia,2015,76000,Petrol,Automatic,14.7,780000
9226,Maruti Vitara,Maruti,Vitara,2019,52000,Diesel,Manual,24.3,710000
9227,Hyundai Verna,Hyundai,Verna,2016,71000,Diesel,Manual,22.32,495000
9228,Ford Ecosport,Ford,Ecosport,2021,18000,Petrol,Manual,15.9,990000
9229,Hyundai Creta,Hyundai,Creta,2018,36000,Petrol,Manual,13.0,890000
9230,Maruti Ciaz,Maruti,Ciaz,2018,72000,Diesel,Manual,28.09,595000
9231,Honda Amaze,Honda,Amaze,2017,66000,Diesel,Manual,25.8,388000
9232,Hyundai i10,Hyundai,i10,2011,92000,Petrol,Manual,20.36,160000
9233,BMW 3,BMW,3,2015,83000,Diesel,Automatic,18.88,1170000
9234,Hyundai i20,Hyundai,i20,2019,28810,Petrol,Manual,18.6,650000
9235,Hyundai Creta,Hyundai,Creta,2018,33000,Petrol,Manual,15.8,900000
9236,Hyundai Grand,Hyundai,Grand,2019,42000,Petrol,Automatic,18.9,495000
9237,Honda City,Honda,City,2012,80000,Petrol,Manual,17.0,280000
9238,Maruti Swift Dzire,Maruti,Swift Dzire,2014,80000,Diesel,Manual,19.3,300000
9239,Maruti Swift Dzire,Maruti,Swift Dzire,2011,58000,Petrol,Manual,17.5,220000
9241,Maruti Swift,Maruti,Swift,2016,29052,Petrol,Manual,22.0,385000
9242,Maruti Baleno,Maruti,Baleno,2019,38000,Petrol,Manual,21.4,615000
9243,Volkswagen Polo,Volkswagen,Polo,2018,62000,Diesel,Manual,20.14,390000
9244,Hyundai Grand,Hyundai,Grand,2019,25000,Petrol,Manual,18.9,495000
9245,Maruti Ciaz,Maruti,Ciaz,2021,9000,Diesel,Manual,26.32,925000
9246,Hyundai Verna,Hyundai,Verna,2017,80000,Diesel,Automatic,19.08,650000
9247,Ford Ecosport,Ford,Ecosport,2017,58000,Diesel,Manual,22.7,525000
9248,Honda Jazz,Honda,Jazz,2018,26000,Petrol,Manual,18.7,500000
9249,Honda City,Honda,City,2014,47000,Petrol,Manual,17.0,420000
9250,Maruti Wagon R,Maruti,Wagon R,2013,41000,Petrol,Manual,20.51,210000
9251,Maruti Wagon R,Maruti,Wagon R,2016,58000,Petrol,Manual,20.51,300000
9252,Maruti Swift,Maruti,Swift,2013,30000,Petrol,Manual,16.1,410000
9253,Maruti Swift Dzire,Maruti,Swift Dzire,2014,87800,Diesel,Manual,19.3,290000
9254,Mahindra Scorpio,Mahindra,Scorpio,2021,41000,Diesel,Manual,16.36,1175000
9255,Honda City,Honda,City,2016,53000,Petrol,Manual,17.8,625000
9256,Mahindra Scorpio,Mahindra,Scorpio,2015,66000,Diesel,Manual,12.05,500000
9257,Ford Ecosport,Ford,Ecosport,2021,40000,Diesel,Manual,23.0,1100000
9258,Ford Aspire,Ford,Aspire,2017,41000,Diesel,Manual,25.83,490000
9259,Mahindra XUV500,Mahindra,XUV500,2019,18000,Diesel,Automatic,16.0,1175000
9260,Maruti Swift,Maruti,Swift,2021,7200,Petrol,Automatic,21.21,635000
9261,Hyundai i20,Hyundai,i20,2012,57000,Petrol,Manual,18.5,225000
9262,Mahindra XUV500,Mahindra,XUV500,2017,63000,Diesel,Manual,15.1,810000
9263,Hyundai Grand,Hyundai,Grand,2016,28000,Petrol,Manual,18.9,365000
9264,Maruti Baleno,Maruti,Baleno,2018,31600,Petrol,Manual,21.4,532000
9265,Tata Nexon,Tata,Nexon,2019,90000,Diesel,Manual,21.5,650000
9266,Maruti Vitara,Maruti,Vitara,2019,45000,Diesel,Manual,24.3,835000
9267,Ford Endeavour,Ford,Endeavour,2018,64000,Diesel,Manual,13.5,2090000
9268,Renault KWID,Renault,KWID,2019,30254,Petrol,Manual,25.17,265000
9269,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,2021,4000,Petrol,Automatic,11.5,4800000
9270,Maruti Ertiga,Maruti,Ertiga,2019,50000,Diesel,Manual,24.52,710000
9271,Toyota Camry,Toyota,Camry,2018,86000,Petrol,Automatic,19.16,1995000
9272,Toyota Fortuner,Toyota,Fortuner,2016,80002,Diesel,Automatic,11.5,1475000
9273,Hyundai Verna,Hyundai,Verna,2015,52000,Diesel,Automatic,21.3,445000
9274,Honda City,Honda,City,2017,54000,Petrol,Manual,17.8,610000
9275,Maruti Ciaz,Maruti,Ciaz,2018,43000,Diesel,Manual,26.21,599000
9276,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,2014,55000,Diesel,Automatic,11.5,1275000
9277,Honda City,Honda,City,2021,25000,Petrol,Automatic,18.0,1207000
9278,Honda City,Honda,City,2018,26000,Petrol,Automatic,18.0,835000
9279,Maruti Wagon R,Maruti,Wagon R,2009,90000,LPG,Manual,17.3,80000
9280,Hyundai i20,Hyundai,i20,2016,110000,Petrol,Manual,18.6,400000
9281,Honda City,Honda,City,2013,65962,Petrol,Manual,16.8,301000
9282,Honda City,Honda,City,2018,88000,Petrol,Manual,17.4,680000
9283,Hyundai Verna,Hyundai,Verna,2014,64100,Diesel,Manual,22.32,350000
9284,Maruti Swift,Maruti,Swift,2016,80000,Diesel,Manual,28.4,425000
9285,Renault Duster,Renault,Duster,2015,70000,Diesel,Manual,20.45,420000
9286,Maruti Ciaz,Maruti,Ciaz,2017,49000,Diesel,Manual,28.09,549000
9287,Maruti Swift Dzire,Maruti,Swift Dzire,2014,65000,Petrol,Manual,19.1,335000
9288,Hyundai i20,Hyundai,i20,2014,100000,Diesel,Manual,23.0,300000
9289,Hyundai Creta,Hyundai,Creta,2020,10000,Diesel,Manual,22.1,1050000
9290,Maruti Swift,Maruti,Swift,2021,20000,Diesel,Manual,28.4,675000
