,car_name,brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,selling_price
11348,Maruti Swift Dzire,Maruti,Swift Dzire,8,60000,Petrol,Manual,19.1,319000
11349,Hyundai i10,Hyundai,i10,7,17800,Petrol,Manual,19.81,325000
11350,Renault Duster,Renault,Duster,9,70000,Diesel,Manual,19.01,400000
11351,Honda Jazz,Honda,Jazz,4,26000,Petrol,Manual,18.7,635000
11353,Renault KWID,Renault,KWID,5,30000,Petrol,Manual,25.17,225000
11354,Honda Jazz,Honda,Jazz,5,100000,Diesel,Manual,27.3,500000
11355,Honda Jazz,Honda,Jazz,5,16000,Diesel,Manual,27.3,725000
11356,Volkswagen Polo,Volkswagen,Polo,7,85000,Petrol,Manual,16.47,290000
11358,Maruti Celerio,Maruti,Celerio,7,43500,Petrol,Manual,23.1,319000
11360,Maruti Swift,Maruti,Swift,1,1332,Petrol,Manual,21.21,625000
11361,Maruti Swift,Maruti,Swift,8,55204,Diesel,Manual,22.9,475000
11362,Hyundai i20,Hyundai,i20,10,50000,Diesel,Manual,23,350000
11363,Hyundai Verna,Hyundai,Verna,2,24500,Diesel,Manual,24,1000000
11365,Honda Amaze,Honda,Amaze,5,48649,Diesel,Manual,25.8,500000
11366,Maruti Wagon R,Maruti,Wagon R,2,15000,Petrol,Manual,20.51,420000
11368,Mahindra XUV500,Mahindra,XUV500,8,40000,Diesel,Manual,15.1,850000
11369,Tata Nexon,Tata,Nexon,2,40000,Diesel,Manual,21.5,900000
11371,Maruti Alto,Maruti,Alto,9,11500,Petrol,Manual,20.92,210000
11373,Mahindra XUV500,Mahindra,XUV500,5,70000,Diesel,Automatic,16,1030000
11375,Maruti Eeco,Maruti,Eeco,9,56000,Petrol,Manual,15.37,175000
11377,Maruti Swift,Maruti,Swift,6,70000,Diesel,Manual,25.2,425000
11378,Ford Figo,Ford,Figo,5,35000,Petrol,Manual,18.16,500000
11379,Mahindra XUV500,Mahindra,XUV500,4,60000,Diesel,Automatic,16,1250000
11380,Maruti Ciaz,Maruti,Ciaz,6,65000,Diesel,Manual,28.09,475000
11381,Maruti Swift Dzire,Maruti,Swift Dzire,3,140000,Diesel,Manual,23.4,550000
11383,Renault KWID,Renault,KWID,2,7000,Petrol,Automatic,24.04,490000
11384,Jaguar XF,Jaguar,XF,7,19000,Diesel,Automatic,16.36,2100000
11386,Honda City,Honda,City,16,90000,Petrol,Manual,13,125000
11387,Maruti Swift,Maruti,Swift,14,70000,Diesel,Manual,17.8,120000
11388,Hyundai Grand,Hyundai,Grand,5,34000,Petrol,Manual,18.9,410000
11389,Tata Safari,Tata,Safari,3,60000,Diesel,Manual,14.1,1100000
11391,Volkswagen Vento,Volkswagen,Vento,5,29432,Diesel,Manual,22.27,449000
11392,Honda Jazz,Honda,Jazz,5,49000,Petrol,Manual,16.6,499000
11394,Maruti Swift Dzire,Maruti,Swift Dzire,3,15000,Petrol,Automatic,21.21,680000
11395,Hyundai Verna,Hyundai,Verna,14,120000,Diesel,Manual,16.8,120000
11396,Maruti Swift Dzire,Maruti,Swift Dzire,8,60500,Diesel,Manual,23.4,450000
11397,Maruti Ignis,Maruti,Ignis,3,15000,Petrol,Manual,20.89,550000
11398,Maruti Vitara,Maruti,Vitara,4,90000,Diesel,Manual,24.3,750000
11399,Ford Freestyle,Ford,Freestyle,3,50000,Diesel,Manual,24.4,730000
11400,Maruti Eeco,Maruti,Eeco,6,70000,Petrol,Manual,15.37,250000
11402,Mahindra Bolero,Mahindra,Bolero,7,225000,Diesel,Manual,15.96,380000
11403,Volkswagen Polo,Volkswagen,Polo,8,35000,Petrol,Manual,16.47,335000
11404,Toyota Innova,Toyota,Innova,10,180000,Diesel,Manual,12.8,660000
11405,Hyundai Grand,Hyundai,Grand,1,5600,Petrol,Manual,18.9,580000
11406,Tata Nexon,Tata,Nexon,3,50000,Diesel,Automatic,21.5,1020000
11407,Hyundai i20,Hyundai,i20,6,23114,Petrol,Manual,18.6,525000
11409,Honda City,Honda,City,14,75075,Petrol,Manual,17.7,200000
11410,Datsun GO,Datsun,GO,1,15000,Petrol,Manual,19.02,560000
11411,Hyundai Grand,Hyundai,Grand,7,50000,Diesel,Manual,24,350000
11412,Honda Jazz,Honda,Jazz,9,46967,Petrol,Manual,16.7,259000
11413,Tata Safari,Tata,Safari,10,40000,Diesel,Manual,13.93,450000
11414,Renault Duster,Renault,Duster,7,50000,Diesel,Manual,20.45,495000
11415,Hyundai Verna,Hyundai,Verna,9,40000,Petrol,Manual,17.1,389000
11416,Hyundai Grand,Hyundai,Grand,7,15000,Petrol,Manual,18.9,500000
11417,Ford Ecosport,Ford,Ecosport,4,14636,Petrol,Manual,15.9,725000
11418,Skoda Octavia,Skoda,Octavia,4,31111,Diesel,Automatic,19.5,1399000
11419,Mahindra KUV100,Mahindra,KUV100,3,20000,Petrol,Manual,18.15,380000
11421,Toyota Innova,Toyota,Innova,9,250000,Petrol,Manual,12.4,800000
11422,Hyundai i10,Hyundai,i10,12,50000,Petrol,Manual,19.81,191000
11423,Maruti Swift Dzire,Maruti,Swift Dzire,8,70000,Diesel,Manual,23.4,340000
11424,Hyundai i20,Hyundai,i20,10,38225,Petrol,Manual,18.5,240000
11425,Volkswagen Polo,Volkswagen,Polo,4,18000,Petrol,Automatic,17.21,830000
11428,Maruti Vitara,Maruti,Vitara,3,40000,Diesel,Manual,24.3,735000
11430,Maruti Eeco,Maruti,Eeco,3,20000,Petrol,Manual,15.37,400000
11431,Honda City,Honda,City,6,56210,Diesel,Manual,26,875000
11432,Datsun GO,Datsun,GO,6,45000,Petrol,Manual,19.44,275000
11434,Maruti Swift,Maruti,Swift,5,65000,Diesel,Manual,22.9,399000
11435,Hyundai i20,Hyundai,i20,2,25000,Petrol,Manual,18.6,660000
11436,Honda City,Honda,City,14,44621,Petrol,Manual,13,300000
11437,Honda Jazz,Honda,Jazz,3,44503,Petrol,Manual,18.7,600000
11438,Maruti Wagon R,Maruti,Wagon R,4,60000,CNG,Manual,26.6,320000
11440,Honda Amaze,Honda,Amaze,6,59000,Petrol,Manual,18,399000
11441,Maruti Ignis,Maruti,Ignis,3,16000,Petrol,Automatic,20.89,500000
11442,Maruti Celerio,Maruti,Celerio,6,11668,Petrol,Manual,23.1,325000
11443,Mahindra Thar,Mahindra,Thar,2,23000,Diesel,Manual,16.55,1000000
11445,Maruti Baleno,Maruti,Baleno,6,29000,Diesel,Manual,27.39,550000
11447,Tata Safari,Tata,Safari,11,120000,Diesel,Manual,11.57,200000
11448,Hyundai Creta,Hyundai,Creta,3,105692,Diesel,Manual,19.67,1350000
11450,Honda Civic,Honda,Civic,14,60000,Petrol,Manual,13.5,200000
11451,Maruti Celerio,Maruti,Celerio,4,40000,Petrol,Automatic,23.1,420000
11452,Maruti Vitara,Maruti,Vitara,4,100000,Diesel,Manual,24.3,760000
11454,Maruti Ertiga,Maruti,Ertiga,8,44500,Petrol,Manual,19.01,470000
11455,Maruti Swift,Maruti,Swift,6,62500,Diesel,Manual,25.2,460000
11456,Ford Ecosport,Ford,Ecosport,3,54400,Diesel,Manual,21.7,870000
11457,Toyota Innova,Toyota,Innova,11,48000,Diesel,Manual,12.8,525000
11458,Maruti Swift Dzire,Maruti,Swift Dzire,2,7000,Diesel,Manual,28.4,890000
11459,BMW 3,BMW,3,6,39000,Diesel,Automatic,19.59,1890000
11460,Mahindra XUV500,Mahindra,XUV500,6,40000,Diesel,Manual,15.1,700000
11462,Maruti Swift Dzire,Maruti,Swift Dzire,3,100000,Diesel,Manual,28.4,900000
11464,Maruti Swift Dzire,Maruti,Swift Dzire,8,70000,Petrol,Manual,19.1,350000
11469,Renault Triber,Renault,Triber,2,23000,Petrol,Manual,20,550000
11470,Maruti Alto,Maruti,Alto,11,72000,CNG,Manual,26.83,125000
11471,Skoda Rapid,Skoda,Rapid,9,80000,Diesel,Manual,20.5,400000
11472,Maruti Baleno,Maruti,Baleno,2,6500,Petrol,Manual,21.1,730000
11473,Hyundai i10,Hyundai,i10,7,36976,Petrol,Manual,19.81,259000
11474,Renault KWID,Renault,KWID,5,10000,Petrol,Manual,25.17,220000
11476,Ford Endeavour,Ford,Endeavour,5,120000,Diesel,Automatic,10.91,2100000
11477,Hyundai Grand,Hyundai,Grand,7,50000,Petrol,Manual,18.9,400000
11479,Honda City,Honda,City,7,85000,Diesel,Manual,26,520000
11480,Renault KWID,Renault,KWID,5,27000,Petrol,Manual,25.17,350000
11481,Tata Tiago,Tata,Tiago,3,27120,Petrol,Manual,23.84,460000
11482,Maruti Swift,Maruti,Swift,3,37000,Diesel,Automatic,28.4,775000
11483,Mahindra XUV500,Mahindra,XUV500,4,25000,Diesel,Manual,16,1150000
11484,Maruti Swift Dzire,Maruti,Swift Dzire,3,50000,Diesel,Manual,28.4,600000
11485,Honda City,Honda,City,5,122000,Diesel,Manual,26,800000
11487,Mahindra Bolero,Mahindra,Bolero,3,32525,Diesel,Manual,16.5,765000
11488,Maruti Swift Dzire,Maruti,Swift Dzire,3,20000,Diesel,Manual,28.4,710000
11489,Ford Figo,Ford,Figo,9,62230,Diesel,Manual,20,325000
11490,Maruti Alto,Maruti,Alto,12,68000,Petrol,Manual,19.7,130000
11491,Maruti Alto,Maruti,Alto,13,35000,Petrol,Manual,19.7,140000
11492,Honda City,Honda,City,8,38000,Petrol,Manual,16.8,450000
11493,Hyundai i10,Hyundai,i10,9,45160,Petrol,Manual,20.36,250000
11495,Honda City,Honda,City,7,35000,Diesel,Manual,26,511000
11496,Hyundai i10,Hyundai,i10,8,61500,Petrol,Automatic,16.95,370000
11497,Mahindra Bolero,Mahindra,Bolero,3,45000,Diesel,Manual,16.5,620000
11498,Maruti Swift,Maruti,Swift,6,50000,Diesel,Manual,25.2,550000
11500,Honda Amaze,Honda,Amaze,2,47001,Diesel,Manual,25.8,549000
11501,Ford Figo,Ford,Figo,11,80000,Diesel,Manual,20,210000
11502,Ford Figo,Ford,Figo,7,88000,Diesel,Manual,20,240000
11503,Datsun RediGO,Datsun,RediGO,3,14001,Petrol,Automatic,23,349000
11504,Hyundai Grand,Hyundai,Grand,6,69000,Petrol,Automatic,18.9,475000
11505,Hyundai Santro,Hyundai,Santro,13,70000,Petrol,Manual,17.92,150000
11506,Toyota Innova,Toyota,Innova,2,50000,Diesel,Manual,13.68,1526000
11507,Maruti Swift Dzire,Maruti,Swift Dzire,4,70000,Diesel,Manual,28.4,648000
11508,Honda City,Honda,City,5,80000,Petrol,Manual,17.8,785000
11509,Maruti Swift,Maruti,Swift,6,25000,Petrol,Manual,20.4,460000
11510,Renault KWID,Renault,KWID,3,25000,Petrol,Automatic,24.04,370000
11511,Ford Ecosport,Ford,Ecosport,6,142000,Diesel,Manual,21.7,525000
11513,Volkswagen Vento,Volkswagen,Vento,2,10000,Petrol,Automatic,18.19,1150000
11514,Maruti Eeco,Maruti,Eeco,2,15000,Petrol,Manual,15.37,322000
11515,Skoda Rapid,Skoda,Rapid,7,20000,Petrol,Manual,15,450000
11516,Maruti Swift Dzire,Maruti,Swift Dzire,5,40000,Petrol,Manual,20.85,500000
11517,Hyundai i20,Hyundai,i20,3,25000,Petrol,Manual,18.6,535000
11518,Honda City,Honda,City,10,17000,Petrol,Automatic,16.8,400000
11519,Hyundai i20,Hyundai,i20,3,1493,Petrol,Manual,18.6,699000
11520,Hyundai i10,Hyundai,i10,5,48000,Petrol,Manual,19.81,399000
11521,Hyundai i20,Hyundai,i20,4,30000,Petrol,Manual,17,535000
11522,Maruti Alto,Maruti,Alto,6,48000,Petrol,Manual,22.74,215000
11523,Mahindra Thar,Mahindra,Thar,6,58376,Diesel,Manual,16.55,700000
11525,Honda City,Honda,City,2,21000,Petrol,Manual,17.8,1025000
11526,Mahindra Bolero,Mahindra,Bolero,9,68000,Diesel,Manual,13.6,445000
11527,Kia Seltos,Kia,Seltos,2,5000,Petrol,Manual,16.1,1560000
11528,Hyundai Elantra,Hyundai,Elantra,3,13000,Petrol,Automatic,14.62,1575000
11529,Mahindra Scorpio,Mahindra,Scorpio,4,51000,Diesel,Manual,15.4,1200000
11530,Hyundai i20,Hyundai,i20,12,71000,Petrol,Manual,20.35,235000
11531,Honda City,Honda,City,4,55000,Petrol,Manual,17.8,575000
11532,Ford Freestyle,Ford,Freestyle,2,10000,Diesel,Manual,24.4,800000
11535,Maruti Ertiga,Maruti,Ertiga,4,60000,Diesel,Manual,24.52,800000
11537,Toyota Innova,Toyota,Innova,6,165000,Diesel,Manual,12.99,830000
11539,Hyundai i20,Hyundai,i20,8,35000,Petrol,Manual,17,325000
11540,Maruti Vitara,Maruti,Vitara,5,64000,Diesel,Manual,24.3,725000
11541,Maruti Swift Dzire,Maruti,Swift Dzire,3,47230,Petrol,Manual,22,625000
11542,Maruti Ciaz,Maruti,Ciaz,3,23167,Petrol,Manual,21.56,725000
11543,Maruti Ignis,Maruti,Ignis,4,22115,Petrol,Manual,20.89,425000
11544,Maruti Swift,Maruti,Swift,2,38000,Petrol,Manual,20.4,632000
11545,Maruti Wagon R,Maruti,Wagon R,14,53000,Petrol,Manual,21.79,175000
11546,Toyota Innova,Toyota,Innova,3,27000,Diesel,Automatic,11.36,1849000
11547,Hyundai i20,Hyundai,i20,10,62540,Petrol,Manual,18.5,270000
11548,Mahindra XUV500,Mahindra,XUV500,4,20000,Diesel,Automatic,16,1350000
11550,Maruti Alto,Maruti,Alto,10,15000,Petrol,Manual,19.7,156000
11551,Ford Figo,Ford,Figo,11,80000,Petrol,Manual,15.6,150000
11552,Honda WR-V,Honda,WR-V,3,22000,Diesel,Manual,25.5,895000
11553,Mahindra Scorpio,Mahindra,Scorpio,5,36908,Diesel,Manual,15.4,600000
11555,Maruti Swift Dzire,Maruti,Swift Dzire,6,70000,Petrol,Manual,20.85,450000
11556,Volkswagen Polo,Volkswagen,Polo,8,58000,Diesel,Manual,22.07,460000
11558,Honda City,Honda,City,9,47000,Petrol,Manual,16.8,395000
11560,Toyota Fortuner,Toyota,Fortuner,10,196777,Diesel,Manual,11.5,1200000
11561,Hyundai Grand,Hyundai,Grand,3,40000,Petrol,Manual,18.9,500000
11563,Mahindra KUV100,Mahindra,KUV100,3,50000,Diesel,Manual,25.32,555000
11565,BMW 3,BMW,3,9,34000,Diesel,Automatic,13.2,995000
11566,Honda Amaze,Honda,Amaze,5,40000,Diesel,Manual,25.8,515000
11567,Maruti Celerio,Maruti,Celerio,2,15000,Petrol,Manual,23.1,450000
11568,Mahindra Bolero,Mahindra,Bolero,15,340000,Diesel,Manual,13.6,250000
11571,Maruti Alto,Maruti,Alto,5,16000,Petrol,Manual,24.7,325000
11572,Maruti Wagon R,Maruti,Wagon R,15,90000,LPG,Manual,17.3,80000
11573,Maruti Vitara,Maruti,Vitara,5,80000,Diesel,Manual,24.3,650000
11574,Honda City,Honda,City,15,40000,Petrol,Manual,17.7,300000
11575,Maruti Swift Dzire,Maruti,Swift Dzire,8,70000,Diesel,Manual,23.4,325000
11577,Maruti Ertiga,Maruti,Ertiga,6,80000,Diesel,Manual,20.77,625000
11578,Maruti Alto,Maruti,Alto,4,20000,Petrol,Manual,24.7,250000
11579,Honda WR-V,Honda,WR-V,4,33000,Diesel,Manual,25.5,699000
11580,Ford Aspire,Ford,Aspire,6,30000,Petrol,Manual,18.16,450000
11581,Tata Safari,Tata,Safari,3,70000,Diesel,Manual,14.1,700000
11583,Maruti Swift Dzire,Maruti,Swift Dzire,9,154600,Diesel,Manual,19.3,250000
11584,Hyundai i20,Hyundai,i20,6,66392,Diesel,Manual,21.19,625000
11586,Volkswagen Polo,Volkswagen,Polo,6,120000,Diesel,Manual,20.14,500000
11588,Maruti Ciaz,Maruti,Ciaz,6,60000,Diesel,Manual,28.09,700000
11589,BMW 3,BMW,3,4,20000,Diesel,Automatic,13.2,2900000
11591,Mahindra Scorpio,Mahindra,Scorpio,6,80000,Diesel,Manual,15.4,850000
11592,Volkswagen Vento,Volkswagen,Vento,7,68000,Diesel,Manual,20.54,375000
11593,Mahindra Scorpio,Mahindra,Scorpio,9,70000,Diesel,Manual,12.05,465000
11594,Mahindra Bolero,Mahindra,Bolero,9,80000,Diesel,Manual,15.96,450000
11596,Tata Tigor,Tata,Tigor,3,40000,Petrol,Manual,20.3,550000
11597,Mahindra Bolero,Mahindra,Bolero,7,56467,Diesel,Manual,15.96,625000
11598,Mahindra Bolero,Mahindra,Bolero,3,20000,Diesel,Manual,16.5,750000
11599,Mahindra Bolero,Mahindra,Bolero,6,107107,Diesel,Manual,15.96,525000
11600,Maruti Swift Dzire,Maruti,Swift Dzire,5,60000,Petrol,Manual,20.85,369000
11601,Datsun GO,Datsun,GO,6,14000,Petrol,Automatic,18.57,265000
11602,Renault KWID,Renault,KWID,6,30000,Petrol,Manual,25.17,200000
11603,Maruti Wagon R,Maruti,Wagon R,5,38000,Petrol,Manual,21.79,335000
11604,Maruti Swift,Maruti,Swift,10,94991,Petrol,Manual,18.6,315000
11605,Datsun GO,Datsun,GO,2,3300,Petrol,Manual,19.83,490000
11606,Hyundai Creta,Hyundai,Creta,5,120000,Diesel,Manual,19.67,875000
11607,Toyota Innova,Toyota,Innova,2,10000,Diesel,Automatic,11.36,1900000
11608,Toyota Fortuner,Toyota,Fortuner,11,182432,Diesel,Manual,11.5,1225000
11609,Hyundai Creta,Hyundai,Creta,2,35000,Diesel,Manual,22.1,1000000
11611,Tata Tigor,Tata,Tigor,3,15572,Petrol,Manual,20.3,600000
11612,Ford Ecosport,Ford,Ecosport,7,82100,Diesel,Manual,23,590000
11615,Hyundai Creta,Hyundai,Creta,5,42530,Petrol,Manual,15.29,825000
11616,Mahindra Bolero,Mahindra,Bolero,6,93648,Diesel,Manual,15.96,450000
11617,Mahindra KUV,Mahindra,KUV,4,94000,Petrol,Manual,18.15,315000
11620,Hyundai Creta,Hyundai,Creta,5,25000,Petrol,Manual,15.29,850000
11621,Jaguar XF,Jaguar,XF,9,73001,Diesel,Automatic,14.74,1299000
11622,Volkswagen Vento,Volkswagen,Vento,10,36000,Diesel,Manual,20.54,260000
11623,Maruti Wagon R,Maruti,Wagon R,12,42000,Petrol,Manual,18.9,180000
11626,Mahindra Bolero,Mahindra,Bolero,10,70000,Diesel,Manual,13.6,300000
11627,Hyundai Verna,Hyundai,Verna,9,65000,Diesel,Manual,23.9,475000
11628,Hyundai Verna,Hyundai,Verna,4,10000,Petrol,Manual,17,1125000
11631,Hyundai i20,Hyundai,i20,5,15000,Diesel,Manual,21.19,599000
11632,Mahindra KUV100,Mahindra,KUV100,1,35000,Diesel,Manual,25.32,700000
11633,Maruti Wagon R,Maruti,Wagon R,11,78000,LPG,Manual,17.3,165000
11634,Maruti Alto,Maruti,Alto,10,115000,Petrol,Manual,19.7,125000
11635,Ford Ecosport,Ford,Ecosport,8,39500,Petrol,Automatic,16.5,449000
11636,Maruti Swift,Maruti,Swift,9,60000,Diesel,Manual,22.9,400000
11638,Toyota Innova,Toyota,Innova,12,120000,Diesel,Manual,12.8,500000
11639,Hyundai Santro,Hyundai,Santro,14,50000,Petrol,Manual,17.8,60000
11641,Maruti Wagon R,Maruti,Wagon R,11,45154,LPG,Manual,17.3,240000
11642,Hyundai i20,Hyundai,i20,3,38000,Diesel,Manual,22.54,750000
11643,Maruti Alto,Maruti,Alto,8,70000,Petrol,Manual,22.74,170000
11644,Honda Amaze,Honda,Amaze,7,44000,Petrol,Manual,18,330000
11645,Hyundai Grand,Hyundai,Grand,4,30000,Diesel,Manual,24,390000
11646,BMW X3,BMW,X3,8,73000,Diesel,Automatic,16.09,2175000
11647,Ford Ecosport,Ford,Ecosport,3,74435,Diesel,Manual,22.7,795000
11648,Renault KWID,Renault,KWID,5,35000,Petrol,Manual,25.17,240000
11649,Hyundai i10,Hyundai,i10,11,70000,Petrol,Manual,19.81,150000
11650,Renault Duster,Renault,Duster,7,110000,Diesel,Manual,19.01,415000
11651,Hyundai Verna,Hyundai,Verna,3,16300,Petrol,Manual,19.1,789000
11652,Maruti Celerio,Maruti,Celerio,5,24262,Petrol,Automatic,23.1,460000
11654,BMW 3,BMW,3,4,33000,Diesel,Automatic,19.59,3450000
11655,Maruti Swift,Maruti,Swift,4,27000,Petrol,Manual,20.4,570000
11656,Mahindra Bolero,Mahindra,Bolero,9,40000,Diesel,Manual,15.96,500000
11658,Skoda Rapid,Skoda,Rapid,4,30000,Petrol,Manual,15,720000
11659,Ford Figo,Ford,Figo,7,58187,Diesel,Manual,20,265000
11661,Maruti Wagon R,Maruti,Wagon R,5,29000,Petrol,Manual,20.51,365000
11662,Hyundai i20,Hyundai,i20,8,65000,Diesel,Manual,21.9,390000
11663,Toyota Innova,Toyota,Innova,11,128787,Diesel,Manual,12.8,825000
11664,Maruti Vitara,Maruti,Vitara,4,72000,Diesel,Manual,24.3,775000
11665,Hyundai i20,Hyundai,i20,8,100000,Diesel,Manual,21.9,320000
11667,Renault Duster,Renault,Duster,3,90000,Diesel,Manual,19.87,750000
11669,Hyundai i10,Hyundai,i10,12,70000,Petrol,Manual,20.36,230000
11671,Hyundai i10,Hyundai,i10,10,74953,Petrol,Manual,20.36,145000
11672,Skoda Rapid,Skoda,Rapid,4,30000,Petrol,Manual,15.41,720000
11673,Hyundai i10,Hyundai,i10,10,41000,Petrol,Manual,19.81,225000
11674,Toyota Innova,Toyota,Innova,4,85000,Diesel,Manual,13.68,1546000
11675,Mahindra Scorpio,Mahindra,Scorpio,8,56000,Diesel,Manual,12.05,625000
11676,Maruti Alto,Maruti,Alto,10,70000,Petrol,Manual,20.92,150000
11679,Maruti Swift,Maruti,Swift,12,35000,Diesel,Manual,17.8,225000
11680,Volkswagen Vento,Volkswagen,Vento,5,50000,Diesel,Automatic,22.15,800000
11681,Hyundai i10,Hyundai,i10,5,10000,Petrol,Manual,19.81,380000
11682,Maruti Alto,Maruti,Alto,2,10000,Petrol,Manual,23.95,360000
11683,Honda Amaze,Honda,Amaze,4,85000,Petrol,Manual,17.8,440000
11684,Maruti Swift,Maruti,Swift,5,60000,Petrol,Manual,20.4,450000
11685,Maruti Baleno,Maruti,Baleno,3,50000,Petrol,Manual,21.4,560000
11686,Ford Ecosport,Ford,Ecosport,6,104278,Petrol,Manual,18.88,590000
11687,Hyundai i20,Hyundai,i20,5,48000,Diesel,Manual,22.54,750000
11688,Maruti Celerio,Maruti,Celerio,5,35000,Petrol,Manual,23.1,385000
11689,Maruti Eeco,Maruti,Eeco,3,60000,CNG,Manual,21.94,350000
11690,Hyundai i10,Hyundai,i10,10,30000,Petrol,Manual,20.36,350000
11692,Hyundai Grand,Hyundai,Grand,4,40000,Diesel,Manual,24,425000
11693,Maruti Swift,Maruti,Swift,6,61000,Diesel,Manual,28.4,450000
11694,Maruti Alto,Maruti,Alto,13,50000,Petrol,Manual,19.7,104000
11695,Hyundai Creta,Hyundai,Creta,5,121054,Diesel,Manual,21.38,770000
11698,Toyota Innova,Toyota,Innova,14,110000,Diesel,Manual,12.8,395000
11699,Hyundai Santro,Hyundai,Santro,7,40000,Petrol,Manual,17.92,200000
11700,Hyundai Creta,Hyundai,Creta,4,15000,Petrol,Manual,15.29,840000
11701,Ford Freestyle,Ford,Freestyle,3,20000,Petrol,Manual,19,725000
11702,BMW X1,BMW,X1,11,106271,Diesel,Automatic,17.05,1150000
11703,Maruti Wagon R,Maruti,Wagon R,5,11799,Petrol,Manual,20.51,360000
11704,Tata Tiago,Tata,Tiago,2,11000,Petrol,Manual,23.84,555000
11706,Maruti Swift Dzire,Maruti,Swift Dzire,9,61000,Diesel,Manual,23.4,380000
11707,Hyundai i10,Hyundai,i10,11,35000,Petrol,Manual,20.36,199000
11708,Maruti Swift,Maruti,Swift,3,26000,Petrol,Manual,22,550000
11709,BMW 5,BMW,5,4,44000,Diesel,Automatic,22.48,4200000
11710,Hyundai Grand,Hyundai,Grand,7,80000,Diesel,Manual,24,240000
11711,Mahindra Thar,Mahindra,Thar,3,19000,Diesel,Manual,16.55,900000
11713,Volkswagen Polo,Volkswagen,Polo,3,19000,Petrol,Manual,18.78,599000
11714,Maruti Swift,Maruti,Swift,2,17600,Petrol,Manual,21.21,590000
11715,Hyundai Grand,Hyundai,Grand,3,26800,Petrol,Automatic,18.9,575000
11716,Maruti Swift,Maruti,Swift,7,50000,Diesel,Manual,22.9,500000
11717,Honda CR-V,Honda,CR-V,9,49049,Petrol,Automatic,13.1,750000
11718,Honda City,Honda,City,7,45045,Petrol,Automatic,18,550000
11719,Hyundai Santro,Hyundai,Santro,2,25000,Petrol,Automatic,20.3,545000
11720,Hyundai i20,Hyundai,i20,1,20000,Petrol,Manual,20.35,640000
11721,Hyundai i20,Hyundai,i20,7,48000,Petrol,Manual,18.5,390000
11722,Tata Harrier,Tata,Harrier,2,20000,Diesel,Manual,17,1750000
11723,Mercedes-Benz GLS,Mercedes-Benz,GLS,4,37000,Diesel,Automatic,11,7000000
11724,Tata Tiago,Tata,Tiago,3,60000,Petrol,Manual,23.84,360000
11725,Renault Duster,Renault,Duster,6,120000,Diesel,Manual,20.45,550000
11726,Hyundai i10,Hyundai,i10,11,100000,Petrol,Manual,20.36,180000
11728,Honda Amaze,Honda,Amaze,4,100000,Diesel,Manual,25.8,410000
11729,Ford Figo,Ford,Figo,6,76416,Diesel,Manual,25.83,500000
11730,Ford Ecosport,Ford,Ecosport,7,38125,Diesel,Manual,22.7,525000
11732,Honda Civic,Honda,Civic,9,80000,Petrol,Automatic,13.9,600000
11734,Maruti Alto,Maruti,Alto,14,120000,Petrol,Manual,19.7,90000
11735,Maruti Swift,Maruti,Swift,1,10000,Petrol,Manual,22,640000
11737,Mahindra XUV500,Mahindra,XUV500,2,10000,Diesel,Manual,15.1,1700000
11739,Hyundai Verna,Hyundai,Verna,3,21734,Petrol,Manual,17,925000
11740,Hyundai i20,Hyundai,i20,5,35000,Petrol,Manual,18.6,530000
11741,Ford Ecosport,Ford,Ecosport,4,35000,Petrol,Automatic,14.8,850000
11742,Tata Harrier,Tata,Harrier,2,17000,Diesel,Manual,17,1650000
11743,Maruti Wagon R,Maruti,Wagon R,7,40000,Petrol,Manual,20.51,295000
11746,Mahindra XUV500,Mahindra,XUV500,4,34000,Diesel,Manual,16,1075000
11747,Ford Ecosport,Ford,Ecosport,6,50000,Diesel,Manual,22.7,590000
11748,Ford Ecosport,Ford,Ecosport,7,64000,Diesel,Manual,22.7,415000
11749,Maruti Vitara,Maruti,Vitara,3,69000,Diesel,Automatic,24.3,831000
11750,Hyundai Venue,Hyundai,Venue,2,12000,Diesel,Manual,23.7,1099000
11751,Maruti Swift Dzire,Maruti,Swift Dzire,9,66581,Petrol,Automatic,17.4,395000
11752,Skoda Superb,Skoda,Superb,10,65000,Diesel,Automatic,18.19,480000
11753,Maruti Vitara,Maruti,Vitara,5,65000,Diesel,Manual,24.3,620000
11754,Honda City,Honda,City,11,72000,Petrol,Automatic,16.8,331000
11755,Maruti Baleno,Maruti,Baleno,2,10000,Petrol,Automatic,21.4,790000
11757,Maruti Swift Dzire,Maruti,Swift Dzire,7,64523,Diesel,Manual,23.4,370000
11759,Honda WR-V,Honda,WR-V,2,10000,Petrol,Manual,17.5,875000
11760,Hyundai i20,Hyundai,i20,9,60000,Petrol,Manual,18.5,290000
11761,Honda Civic,Honda,Civic,13,73235,Petrol,Manual,13.5,260000
11762,Maruti Wagon R,Maruti,Wagon R,8,120000,Petrol,Manual,20.51,220000
11763,BMW 3,BMW,3,9,41500,Petrol,Automatic,12.05,800000
11766,Maruti Swift,Maruti,Swift,9,62000,Petrol,Manual,18.6,340000
11768,Maruti Baleno,Maruti,Baleno,4,44000,Petrol,Manual,21.4,570000
11769,Ford Ecosport,Ford,Ecosport,7,46412,Diesel,Manual,21.7,560000
